user_id	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
984121344	0.36226890040615817	0.5122540272049912	0.5727011466285594	0.6766225443421556	0.1465679732263132	0.1111111111111111	0.6923076923076923	0.575	0.6666666666666666
601849857	0.30229867517230324	0.5422591136712721	0.4105252193453119	0.09285980582481546	0.0732839866131566	0.1111111111111111	0.7692307692307693	0.6875	0.6666666666666666
351429761	0.41705399245236324	0.5252492297061596	0.631588759157102	0.8015372872141804	0.0	0.1111111111111111	0.8461538461538461	0.0	0.5555555555555556
2792643764	0.23667965741303482	0.4910662401284068	0.2105609529129661	0.3957554462859348	0.0732839866131566	0.0	0.6923076923076923	0.225	0.8888888888888888
215056389	0.3993658414490351	0.5103329790517648	0.37443976919476635	0.6304492152982949	0.0	0.1111111111111111	0.6153846153846154	0.475	0.4444444444444444
248807431	0.8264942156625953	0.5718647398834297	0.8163335314188785	0.7916846328958139	0.6331915942405126	0.1111111111111111	0.6923076923076923	0.925	0.5555555555555556
61931528	0.634969228687998	0.7426696623489102	0.6976083356752368	0.5666881952739112	0.2790181471396054	0.1111111111111111	0.6923076923076923	0.725	0.3333333333333333
2513463980	0.4458199570661471	0.5108174788016571	0.524388586125425	0.649281107681445	0.0	0.0	0.46153846153846156	0.0	0.8888888888888888
102137866	0.5889967773556593	0.5005375137051054	0.4694577991112967	0.2612692439141532	0.5345788893098283	0.1111111111111111	0.7692307692307693	0.91875	0.4444444444444444
298385420	0.5444997460891532	0.5544691499932649	0.5690059963122523	0.5091297263354104	0.36306325608934165	0.2222222222222222	0.6153846153846154	0.99375	0.5555555555555556
265519119	0.3797068473078391	0.46776028760134075	0.757411332081013	0.8634415321192821	0.17016014742243768	0.3333333333333333	0.6153846153846154	0.51875	0.5555555555555556
391413781	0.30383715738178463	0.4745507461924566	0.2774379284344204	0.4503368036163708	0.17016014742243768	0.1111111111111111	0.8461538461538461	0.9125	0.5555555555555556
2962522134	0.3211858950243778	0.42045146964823027	0.4066313344457261	0.1171760288114884	0.0	0.0	0.5384615384615384	0.9125	1.0
1683980311	0.41077356877206894	0.49348890820318675	0.6128642111275754	0.5682278487337995	0.0	0.1111111111111111	0.6153846153846154	0.68125	0.7777777777777778
103055384	0.43609749805027764	0.11362202918399199	0.15233353987652062	0.0	0.23230474137040888	0.0	0.8461538461538461	0.175	0.4444444444444444
314966047	0.32350031887527686	0.42424224787303544	0.4865207483647761	0.31985725831989736	0.0732839866131566	0.1111111111111111	0.9230769230769231	0.6875	0.5555555555555556
304021536	0.41443339537978163	0.25334483475841185	0.1841806875537867	0.0	0.33600433052467427	0.1111111111111111	0.7692307692307693	0.45	0.5555555555555556
549781537	0.5089368030860655	0.5675479420662655	0.32244822136111495	0.25733715644036326	0.23230474137040888	0.1111111111111111	0.6923076923076923	0.5125	0.6666666666666666
26017826	0.3816619378198617	0.3688087609846795	0.36771529648955775	0.0	0.0732839866131566	0.0	0.6923076923076923	0.50625	0.3333333333333333
23068708	0.5954882661851956	0.6134261065047117	0.5718236263768449	0.3028956404611193	0.5627829168081597	0.1111111111111111	0.8461538461538461	0.99375	0.3333333333333333
2954690598	0.2760097463961052	0.4663873749470569	0.20439550818960825	0.6591673367844102	0.11615237068520444	0.1111111111111111	0.9230769230769231	0.1	1.0
262111271	0.5296661782951652	0.5364632007340558	0.6777138811402063	0.6578389652599161	0.326804927042503	0.0	0.6923076923076923	0.925	0.5555555555555556
33423401	0.6605884433562831	0.4767760675661464	0.5615506415590253	0.4998366999096287	0.6026876285985115	0.1111111111111111	0.6153846153846154	0.86875	0.3333333333333333
14188586	0.28045004634485077	0.4701750243532089	0.30371581395665137	0.2720743133447259	0.11615237068520444	0.0	0.3076923076923077	0.2	0.2222222222222222
526024747	0.4169110350532408	0.4851182758212295	0.6872538858321766	0.680805606534747	0.0	0.0	0.8461538461538461	0.0	0.6666666666666666
358842416	0.5125850239837926	0.5019849856568154	0.6249359345847023	0.7787201631717714	0.18943635729836103	0.1111111111111111	0.46153846153846156	0.0	0.5555555555555556
635171054	0.4099855470280926	0.4920844019051556	0.6058769982863941	0.6722216377459723	0.11615237068520444	0.1111111111111111	0.9230769230769231	0.0875	0.6666666666666666
1245380660	0.2866079536055906	0.4313351875333396	0.3801512554938129	0.22889696249717842	0.0	0.2222222222222222	0.7692307692307693	0.0	0.7777777777777778
19464245	0.5574899413877998	0.5936267361663591	0.6832651083083109	0.6569535115534911	0.4825723037509875	0.0	0.46153846153846156	0.94375	0.3333333333333333
32823	0.5261684842280192	0.5155111830502686	0.616138223616668	0.5613435177181441	0.5824880377959042	0.1111111111111111	0.5384615384615384	0.2375	0.0
2886074424	0.29662071207831725	0.4942808077840951	0.13507677717219455	0.0585880144057442	0.0732839866131566	0.3333333333333333	1.0	0.0	0.8888888888888888
118489145	0.4775762664168473	0.5051512537124077	0.33830013230056366	0.0	0.41569794282516936	0.2222222222222222	0.9230769230769231	0.325	0.4444444444444444
2735898682	0.3593182505661916	0.44953927154540985	0.4714286079655276	0.449925490698451	0.0	0.2222222222222222	0.46153846153846156	0.10625	0.8888888888888888
2352595372	0.24256948391416916	0.36696686394240385	0.10398381794769083	0.1644773506155478	0.0	0.0	0.7692307692307693	0.04375	0.8888888888888888
529842945	0.38238077965497086	0.42045146964823027	0.7058046519164188	0.7211378077182241	0.0	0.0	0.9230769230769231	0.0125	0.6666666666666666
17563658	0.36097335266186	0.4184882388028633	0.3346939761385437	0.2343520576229768	0.2711829747670448	0.1111111111111111	0.8461538461538461	0.7375	0.2222222222222222
381157439	0.398432167290041	0.44571024976556034	0.3098841296938876	0.2612692439141532	0.0	0.1111111111111111	0.9230769230769231	0.175	0.5555555555555556
333709376	0.6603416198092129	0.4930900705839428	0.6211363180343016	0.6207550979557052	0.5841864910939232	0.1111111111111111	0.8461538461538461	0.5125	0.5555555555555556
2797862977	0.3480407657336056	0.4647089346740391	0.34553535024821225	0.5449561930666125	0.0732839866131566	0.1111111111111111	0.7692307692307693	0.0375	0.8888888888888888
595787842	0.4706323108895079	0.5090268005070321	0.8228830758601193	0.8484192271068121	0.2198519598394698	0.0	0.8461538461538461	0.30625	0.6666666666666666
